,Unnamed: 0,TIMESTAMP,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
0,4863,1/11/2013 0:00,26.85,47420,7.97,99.8,6.71,4.3,3.5
3,4866,1/11/2013 1:30,26.77,45180,7.94,94.9,6.45,4.6,3.5
6,4869,1/11/2013 3:00,26.75,43310,7.9,90.9,6.22,4.8,3.4
9,4872,1/11/2013 4:30,26.73,41980,7.87,87.9,6.05,4.3,3.6
12,4875,1/11/2013 6:00,26.66,42290,7.87,87.6,6.03,4,3
15,4878,1/11/2013 7:30,26.09,46470,7.92,90.9,6.21,5.2,3.6
18,4881,1/11/2013 9:00,25.99,49540,7.95,94.5,6.39,5,3.1
21,4884,1/11/2013 10:30,26.04,49220,7.97,97.2,6.57,3.4,2.6
24,4887,1/11/2013 12:00,26.36,47780,7.97,100.7,6.82,4.2,3
27,4890,1/11/2013 13:30,26.72,46070,7.97,104.9,7.1,4.5,3.2
30,4893,1/11/2013 15:00,27.19,44090,7.97,107.4,7.28,5,3.1
33,4896,1/11/2013 16:30,27.43,42410,7.96,108.9,7.4,5,3.2
36,4899,1/11/2013 18:00,27.11,42920,7.95,106,7.23,4.5,4
39,4902,1/11/2013 19:30,26.43,46960,7.99,105.4,7.15,5.9,3.7
42,4905,1/11/2013 21:00,26.1,49760,8,104.2,7.02,5.6,3
45,4908,1/11/2013 22:30,26.06,49260,8,103,6.97,4.4,3
48,4911,2/11/2013 0:00,26.02,47730,7.98,100.4,6.83,4.2,3
51,4914,2/11/2013 1:30,25.92,45630,7.95,95.8,6.59,4.4,3
54,4917,2/11/2013 3:00,25.96,43760,7.91,92,6.37,4.7,3.7
57,4920,2/11/2013 4:30,25.93,42220,7.89,89.3,6.22,4.4,3.2
60,4923,2/11/2013 6:00,25.81,41540,7.86,78,5.47,4.6,2.9
63,4926,2/11/2013 7:30,25.39,44530,7.91,89.4,6.23,5,3.3
66,4929,2/11/2013 9:00,25.42,48920,7.96,95.6,6.54,6,3
69,4932,2/11/2013 10:30,25.44,50550,7.98,98.1,6.66,4,2.2
72,4935,2/11/2013 12:00,26.21,48690,7.99,103.6,7,4.2,2.5
75,4938,2/11/2013 13:30,26.73,47270,7.99,107.7,7.26,4.6,2.1
78,4941,2/11/2013 15:00,27.04,45060,7.98,108.6,7.35,5,2.9
81,4944,2/11/2013 16:30,27.18,43220,7.96,108.6,7.39,4.8,3.1
84,4947,2/11/2013 18:00,27.04,42170,7.94,104.2,7.13,4.8,3.1
87,4950,2/11/2013 19:30,26.57,44420,7.94,101.4,6.93,5.2,3.5
90,4953,2/11/2013 21:00,26.53,48500,7.99,105.7,7.11,6.5,3.2
93,4956,2/11/2013 22:30,26.23,49790,7.99,101.5,6.83,4.3,3.6
96,4959,3/11/2013 0:00,26.18,47630,7.98,101.1,6.86,4,3.1
99,4962,3/11/2013 1:30,26.05,46140,7.95,96.7,6.62,4.7,2.7
102,4965,3/11/2013 3:00,25.89,44030,7.91,92,6.37,4.2,2.8
105,4968,3/11/2013 4:30,25.8,42460,7.88,89.4,6.24,4.3,2.9
108,4971,3/11/2013 6:00,25.67,41370,7.86,87.2,6.12,4.4,3.6
111,4974,3/11/2013 7:30,25.71,42790,7.88,88,6.14,5.1,3.5
114,4977,3/11/2013 9:00,25.77,47410,7.94,95.4,6.53,6.5,2.3
117,4980,3/11/2013 10:30,25.83,50410,7.96,98.1,6.62,5.6,2.2
120,4983,3/11/2013 12:00,26.34,49760,7.98,102.4,6.87,4.3,2.8
123,4986,3/11/2013 13:30,27.06,48150,7.98,107.7,7.19,4.1,2.8
126,4989,3/11/2013 15:00,27.38,46220,7.98,110.1,7.38,4.6,3
129,4992,3/11/2013 16:30,27.54,44270,7.96,109.9,7.39,4.7,3.3
132,4995,3/11/2013 18:00,27.3,42660,7.94,106.4,7.24,4.9,3.4
135,4998,3/11/2013 19:30,27.02,42970,7.91,100.7,6.88,5.4,3.2
138,5001,3/11/2013 21:00,26.75,46420,7.95,101.8,6.88,5.4,3.4
141,5004,3/11/2013 22:30,26.6,49310,7.97,103.5,6.93,5.3,3
144,5007,4/11/2013 0:00,26.54,48300,7.97,101.8,6.86,4,3.2
147,5010,4/11/2013 1:30,26.4,46700,7.94,97,6.59,3.8,2.9
150,5013,4/11/2013 3:00,26.23,44390,7.9,91.7,6.31,3.9,3.2
153,5016,4/11/2013 4:30,26.15,43020,7.87,88.9,6.15,3.9,3
156,5019,4/11/2013 6:00,25.99,41680,7.85,86.4,6.03,4.4,3.5
159,5022,4/11/2013 7:30,26.07,41680,7.84,86,6,4.7,3
162,5025,4/11/2013 9:00,26.07,45490,7.9,92.7,6.36,5.7,2.8
165,5028,4/11/2013 10:30,26.24,50120,7.95,97.7,6.56,7.7,3.2
168,5031,4/11/2013 12:00,26.55,51270,7.97,100.6,6.69,5.5,2.2
171,5034,4/11/2013 13:30,27.22,49270,7.98,106.5,7.06,5.1,2.4
174,5037,4/11/2013 15:00,27.73,47950,7.99,112,7.4,5.3,2.9
177,5040,4/11/2013 16:30,27.81,46010,7.96,110.2,7.33,5.6,3.5
180,5043,4/11/2013 18:00,27.81,43990,7.94,107.4,7.2,5.7,4
183,5046,4/11/2013 19:30,27.62,42910,7.91,102.3,6.91,5.7,3.2
186,5049,4/11/2013 21:00,27.36,44400,7.91,100.1,6.76,5.7,3.4
189,5052,4/11/2013 22:30,27.03,47850,7.96,101.9,6.82,6.8,3.4
192,5055,5/11/2013 0:00,26.9,48970,7.96,101.6,6.78,5,3.8
195,5058,5/11/2013 1:30,26.61,46930,7.93,96.7,6.54,4.8,3
198,5061,5/11/2013 3:00,26.53,45610,7.91,93.1,6.34,4.7,2.4
201,5064,5/11/2013 4:30,26.43,43470,7.86,89,6.12,4.2,3.2
204,5067,5/11/2013 6:00,26.35,42180,7.84,86.8,6.01,5,3.5
207,5070,5/11/2013 7:30,26.3,41270,7.82,84.9,5.91,5.5,3.9
210,5073,5/11/2013 9:00,26.09,43680,7.86,89.1,6.16,6.4,3.4
213,5076,5/11/2013 10:30,26.16,47840,7.93,96,6.52,8.7,2.9
216,5079,5/11/2013 12:00,25.99,51650,7.95,97.2,6.51,8.3,3.8
219,5082,5/11/2013 13:30,26.42,50790,7.96,100.8,6.73,4.8,2.2
222,5085,5/11/2013 15:00,26.46,49660,7.97,103.5,6.94,5.8,3.7
225,5088,5/11/2013 16:30,26.53,47820,7.96,103.6,6.99,6.1,3.8
228,5091,5/11/2013 18:00,26.45,45560,7.94,102.4,6.98,5.8,4.2
231,5094,5/11/2013 19:30,26.23,43960,7.91,98.7,6.8,5.6,4
234,5097,5/11/2013 21:00,26.05,43780,7.88,94.1,6.51,6.2,3.8
237,5100,5/11/2013 22:30,25.75,46380,7.91,95.1,6.54,7,3.2
240,5103,6/11/2013 0:00,25.51,49290,7.95,96.2,6.56,7.4,3.4
243,5106,6/11/2013 1:30,25.3,48080,7.93,93.9,6.46,5.3,3.5
246,5109,6/11/2013 3:00,25.27,46360,7.9,90.9,6.3,4.6,3
249,5112,6/11/2013 4:30,25.29,44250,7.86,87,6.08,4.6,3.5
252,5115,6/11/2013 6:00,25.1,42540,7.83,84.4,5.96,4.5,3.4
255,5118,6/11/2013 7:30,25.18,41610,7.81,83.4,5.9,5.1,3.7
258,5121,6/11/2013 9:00,25.38,41790,7.83,86.8,6.12,5.2,2.9
261,5124,6/11/2013 10:30,25.4,46090,7.91,96.1,6.66,7.9,3.3
264,5127,6/11/2013 12:00,25.46,50580,7.95,97.7,6.64,11.5,3.5
267,5130,6/11/2013 13:30,25.57,51980,7.97,100.6,6.78,7.4,2.1
270,5133,6/11/2013 15:00,26.01,50670,7.98,104.2,7.01,5.4,2.7
273,5136,6/11/2013 16:30,26.17,49070,7.97,105.6,7.13,6.8,3.8
276,5139,6/11/2013 18:00,26.16,46650,7.96,105.6,7.21,5.7,4
279,5142,6/11/2013 19:30,26.16,44780,7.92,102.5,7.04,6.1,3.3
282,5145,6/11/2013 21:00,25.95,43630,7.89,97.3,6.75,5.7,3.9
285,5148,6/11/2013 22:30,25.75,44620,7.89,96.3,6.67,4.9,3.3
288,5151,7/11/2013 0:00,25.24,47930,7.92,95.9,6.61,6.9,3.4
291,5154,7/11/2013 1:30,25.04,48920,7.93,95.4,6.57,6.6,3.8
294,5157,7/11/2013 3:00,25.05,46410,7.9,92.3,6.42,4.8,3.3
297,5160,7/11/2013 4:30,25.09,45040,7.87,89.4,6.25,5,4
300,5163,7/11/2013 6:00,24.89,43110,7.83,85.8,6.07,4.9,3.7
303,5166,7/11/2013 7:30,24.94,42160,7.82,85.2,6.04,5.6,2.9
306,5169,7/11/2013 9:00,25.31,41400,7.81,85.9,6.07,6.7,2.7
309,5172,7/11/2013 10:30,25.87,43750,7.87,95.5,6.63,7,2.3
312,5175,7/11/2013 12:00,25.55,48160,7.93,98.8,6.77,9.4,3.3
315,5178,7/11/2013 13:30,25.63,51850,7.96,101,6.8,8.2,3.2
318,5181,7/11/2013 15:00,26.09,51050,7.97,104,6.98,4.8,3.5
321,5184,7/11/2013 16:30,26.25,49900,7.97,106.6,7.17,6.1,3.6
324,5187,7/11/2013 18:00,26.28,47900,7.95,105.6,7.15,6.2,3
327,5190,7/11/2013 19:30,26.27,45600,7.93,102.8,7.03,5.4,3
330,5193,7/11/2013 21:00,26.23,44020,7.89,98.9,6.81,5.4,3.9
333,5196,7/11/2013 22:30,26.11,43220,7.83,93.9,6.5,6,4.2
336,5199,8/11/2013 0:00,25.81,44980,7.88,94.4,6.52,5.7,3.6
339,5202,8/11/2013 1:30,25.29,47780,7.9,94.3,6.5,5.7,3.6
342,5205,8/11/2013 3:00,25.12,46360,7.89,92.5,6.43,4.3,2.8
345,5208,8/11/2013 4:30,25.28,44980,7.86,89.9,6.27,4.6,3.3
348,5211,8/11/2013 6:00,25.16,43400,7.83,86.2,6.06,4.9,3
351,5214,8/11/2013 7:30,25.13,42010,7.8,84.7,5.99,5.1,3.7
354,5217,8/11/2013 9:00,25.49,41180,7.8,87.9,6.2,6.2,3
357,5220,8/11/2013 10:30,25.98,41340,7.81,91.6,6.4,5.8,2.2
360,5223,8/11/2013 12:00,26.6,44780,7.9,103.4,7.06,7.6,2.8
363,5226,8/11/2013 13:30,26.16,48940,7.94,103.4,6.99,9.5,3.2
366,5229,8/11/2013 15:00,26.38,51270,7.95,105.3,7.02,7,3.2
369,5232,8/11/2013 16:30,26.53,49950,7.96,108.4,7.25,6.1,3.9
372,5235,8/11/2013 18:00,26.56,48250,7.95,107.3,7.22,6.6,3.7
375,5238,8/11/2013 19:30,26.54,46150,7.92,103.7,7.04,6.2,3.3
378,5241,8/11/2013 21:00,26.51,44180,7.88,100.4,6.88,5.5,3.5
381,5244,8/11/2013 22:30,26.45,43100,7.84,95.5,6.58,5.6,3.5
384,5247,9/11/2013 0:00,26.27,42610,7.69,91.3,6.32,7.9,3.7
387,5250,9/11/2013 1:30,25.84,44710,7.85,92.8,6.42,6.1,3.1
390,5253,9/11/2013 3:00,25.44,46980,7.87,93.2,6.42,6.6,3.2
393,5256,9/11/2013 4:30,25.29,45100,7.85,90.7,6.32,5,3
396,5259,9/11/2013 6:00,25.49,43800,7.82,88.1,6.15,5.4,3.3
399,5262,9/11/2013 7:30,25.34,42340,7.8,85,5.98,5.9,3.6
402,5265,9/11/2013 9:00,25.81,41250,7.79,87.2,6.11,7.7,2.5
405,5268,9/11/2013 10:30,26.53,40600,7.78,92.9,6.46,9.2,2.9
408,5271,9/11/2013 12:00,27.07,41850,7.82,96.6,6.62,6.8,2.9
411,5274,9/11/2013 13:30,27.12,45340,7.9,105.3,7.11,8.7,3.2
414,5277,9/11/2013 15:00,26.75,49290,7.94,105.5,7.05,9.2,3.9
417,5280,9/11/2013 16:30,26.84,50930,7.94,106.8,7.08,7.6,3.5
420,5283,9/11/2013 18:00,26.7,48800,7.93,106.3,7.12,6,3.7
423,5286,9/11/2013 19:30,26.62,47260,7.91,102.8,6.94,5.8,2.8
426,5289,9/11/2013 21:00,26.91,45300,7.88,99.7,6.75,6.6,3.2
429,5292,9/11/2013 22:30,26.92,43770,7.84,96,6.54,5.6,2.8
432,5295,10/11/2013 0:00,26.75,42660,7.8,92.5,6.35,6.3,3.1
435,5298,10/11/2013 1:30,26.66,42890,7.77,91,6.25,7.4,3.1
438,5301,10/11/2013 3:00,26.14,44910,7.83,91.1,6.26,6.2,2.7
441,5304,10/11/2013 4:30,25.64,46180,7.73,89.2,6.15,6.3,2.5
444,5307,10/11/2013 6:00,25.77,44600,7.82,88,6.09,5.3,2.2
447,5310,10/11/2013 7:30,26.13,43410,7.79,86.7,6,5.7,1.7
450,5313,10/11/2013 9:00,26.25,41950,7.77,86.4,6,6.2,2.2
453,5316,10/11/2013 10:30,26.9,40870,7.76,90.9,6.27,5.5,2.3
456,5319,10/11/2013 12:00,27.79,40340,7.74,96.9,6.6,8,2.5
459,5322,10/11/2013 13:30,28.26,42320,7.82,100.4,6.73,6,2
462,5325,10/11/2013 15:00,27.89,45530,7.88,104.4,6.95,8.8,1.9
465,5328,10/11/2013 16:30,27.34,49000,7.91,103.4,6.85,10.6,3.6
468,5331,10/11/2013 18:00,27.26,50030,7.89,103.5,6.84,7.5,3.1
471,5334,10/11/2013 19:30,27.24,47600,7.88,100.3,6.69,6.4,3.2
474,5337,10/11/2013 21:00,27.37,45900,7.86,97.9,6.56,5.8,2.6
477,5340,10/11/2013 22:30,27.54,44240,7.83,95.2,6.41,5.6,2.2
480,5343,11/11/2013 0:00,27.44,42930,7.79,91.6,6.21,5,2.7
483,5346,11/11/2013 1:30,27.27,41930,7.76,88.6,6.05,5.7,2.6
486,5349,11/11/2013 3:00,27.07,42190,7.75,87.9,6.01,7.6,2.4
489,5352,11/11/2013 4:30,26.73,44250,7.79,87.9,5.99,6.2,2.8
492,5355,11/11/2013 6:00,26.34,45920,7.78,88,6.01,5.9,2.2
495,5358,11/11/2013 7:30,26.58,44220,7.79,86.5,5.92,5.7,2.6
498,5361,11/11/2013 9:00,26.95,43040,7.78,87.5,5.98,5.3,2.2
501,5364,11/11/2013 10:30,27.26,41870,7.76,88.8,6.06,6.5,2.2
504,5367,11/11/2013 12:00,28.01,40610,7.76,94.9,6.43,8.1,2.2
507,5370,11/11/2013 13:30,28.68,40140,7.71,100.3,6.73,10.3,2.8
510,5373,11/11/2013 15:00,29.05,41980,7.82,103.7,6.87,5.6,2.7
513,5376,11/11/2013 16:30,28.52,45180,7.88,108.2,7.14,8,3.3
516,5379,11/11/2013 18:00,27.72,48360,7.9,106.3,7.01,8.3,3.5
519,5382,11/11/2013 19:30,27.67,47160,7.89,105.2,6.99,5.5,2.6
522,5385,11/11/2013 21:00,27.86,45860,7.87,102.1,6.79,5.1,3.3
525,5388,11/11/2013 22:30,28.08,44290,7.83,98,6.54,5.8,2.8
528,5391,12/11/2013 0:00,27.99,42970,7.78,93,6.24,5.8,2.7
531,5394,12/11/2013 1:30,27.79,41840,7.74,89.7,6.07,6.7,2.5
534,5397,12/11/2013 3:00,27.6,41050,7.66,86.7,5.9,8.7,2.8
537,5400,12/11/2013 4:30,27.64,42320,7.75,88.1,5.97,6.5,2.4
540,5403,12/11/2013 6:00,27.13,45110,7.8,89.5,6.04,7.5,2.7
543,5406,12/11/2013 7:30,27,46430,7.69,90.3,6.08,6,3.4
546,5409,12/11/2013 9:00,27.21,44230,7.8,89.8,6.08,3.9,2.6
549,5412,12/11/2013 10:30,27.8,43230,7.8,92.6,6.23,3.9,2.8
552,5415,12/11/2013 12:00,28.35,41980,7.77,96.5,6.47,4.9,2.3
555,5418,12/11/2013 13:30,28.95,41000,7.76,101.8,6.78,6.3,2.6
558,5421,12/11/2013 15:00,29.43,40800,7.71,103.2,6.83,7.7,3
561,5424,12/11/2013 16:30,29.54,43170,7.84,107.6,7.04,5.2,3
564,5427,12/11/2013 18:00,28.75,46090,7.89,109.1,7.15,7,3.6
567,5430,12/11/2013 19:30,28.1,48460,7.87,106,6.95,5.7,3.4
570,5433,12/11/2013 21:00,28.13,47220,7.88,104.9,6.91,4.1,3.2
573,5436,12/11/2013 22:30,28.46,45670,7.85,101.5,6.69,4,2.6
576,5439,13/11/2013 0:00,28.47,44140,7.81,96.2,6.38,4.1,3.2
579,5442,13/11/2013 1:30,28.27,42950,7.76,91.4,6.11,4.5,3.6
582,5445,13/11/2013 3:00,28.1,41810,7.72,88.5,5.96,5.1,3.3
585,5448,13/11/2013 4:30,27.94,41460,7.56,87.3,5.9,6.3,2.4
588,5451,13/11/2013 6:00,27.7,43980,7.78,88.4,5.94,5.2,2.5
591,5454,13/11/2013 7:30,27.54,47190,7.84,93.1,6.2,5.4,3
594,5457,13/11/2013 9:00,27.59,46640,7.8,92.8,6.18,4.6,2.8
597,5460,13/11/2013 10:30,27.96,45120,7.81,93.5,6.23,4.3,3
600,5463,13/11/2013 12:00,28.61,44210,7.81,97.9,6.48,4.4,2.9
603,5466,13/11/2013 13:30,29.24,42550,7.77,101.3,6.68,5.1,2.4
606,5469,13/11/2013 15:00,29.64,41640,7.72,104.5,6.87,5.5,3.1
609,5472,13/11/2013 16:30,29.59,41640,7.71,103.3,6.8,5,3.2
612,5475,13/11/2013 18:00,29.36,44480,7.82,104.6,6.83,5.5,3.2
615,5478,13/11/2013 19:30,28.77,47680,7.86,104,6.77,7.8,3.1
618,5481,13/11/2013 21:00,28.54,48650,7.69,101.8,6.62,5.8,2.6
621,5484,13/11/2013 22:30,28.81,46300,7.83,99.4,6.5,4.3,2.7
624,5487,14/11/2013 0:00,28.8,45370,7.8,95.6,6.28,4.3,2.1
627,5490,14/11/2013 1:30,28.59,43850,7.75,90.8,6.02,4.2,2.6
630,5493,14/11/2013 3:00,28.44,42660,7.7,87.2,5.82,4.6,2.2
633,5496,14/11/2013 4:30,28.22,41360,7.62,85.1,5.73,5.6,2.4
636,5499,14/11/2013 6:00,28.25,42700,7.75,86.6,5.8,4.8,2.5
639,5502,14/11/2013 7:30,28.01,46210,7.83,90.6,6,8.2,2.4
642,5505,14/11/2013 9:00,27.83,48120,7.75,90.2,5.95,6.6,2.9
645,5508,14/11/2013 10:30,27.97,47100,7.83,92,6.08,4.8,2.5
648,5511,14/11/2013 12:00,28,45620,7.8,90.2,6,4.4,2.7
651,5514,14/11/2013 13:30,27.9,43760,7.76,88.1,5.91,4.6,3.1
654,5517,14/11/2013 15:00,27.99,42610,7.74,86.4,5.81,5,3.7
657,5520,14/11/2013 16:30,28.02,41530,7.69,88.1,5.95,5.8,4.1
660,5523,14/11/2013 18:00,27.88,41910,7.75,87.6,5.92,4.9,3.6
663,5526,14/11/2013 19:30,27.6,45330,7.83,91.2,6.11,6.9,3
666,5529,14/11/2013 21:00,27.36,47400,7.81,91.1,6.07,6.2,3.2
669,5532,14/11/2013 22:30,27.15,45980,7.84,90,6.05,4.3,2.7
672,5535,15/11/2013 0:00,27.14,44650,7.82,87.3,5.9,1289,2.7
675,5538,15/11/2013 1:30,27.08,42910,7.77,83.1,5.67,1289,2.7
678,5541,15/11/2013 3:00,26.91,41680,7.75,80,5.5,1287,1.7
681,5544,15/11/2013 4:30,26.82,40750,7.71,77.8,5.37,1286,3.1
684,5547,15/11/2013 6:00,26.83,40920,7.66,78,5.39,5.7,3.1
687,5550,15/11/2013 7:30,26.43,44010,7.8,81.5,5.6,6.2,2.4
690,5553,15/11/2013 9:00,26.68,47530,7.85,86.5,5.82,8.3,2.8
693,5556,15/11/2013 10:30,27.12,47570,7.82,88.4,5.91,5.8,1.9
696,5559,15/11/2013 12:00,27.59,45970,7.84,92.3,6.16,4.9,2.7
699,5562,15/11/2013 13:30,28.1,44640,7.82,96.1,6.4,4.5,2.8
702,5565,15/11/2013 15:00,28.6,43060,7.81,100.1,6.65,5.2,4
705,5568,15/11/2013 16:30,28.81,41680,7.8,104.5,6.96,6,5.2
708,5571,15/11/2013 18:00,28.5,41270,7.69,101.9,6.83,6.8,5.3
711,5574,15/11/2013 19:30,28.21,44100,7.83,98.6,6.57,6.5,4.2
714,5577,15/11/2013 21:00,28.17,47030,7.87,100.6,6.63,6.9,3.7
717,5580,15/11/2013 22:30,28.06,46620,7.87,99.2,6.56,5.1,4
720,5583,16/11/2013 0:00,27.98,45440,7.84,95.3,6.34,4.7,3.8
723,5586,16/11/2013 1:30,27.8,43960,7.8,90.5,6.07,4.3,3.6
726,5589,16/11/2013 3:00,27.66,42530,7.76,86.2,5.83,4.9,4.5
729,5592,16/11/2013 4:30,27.55,41270,7.73,83.9,5.71,5.3,4.3
732,5595,16/11/2013 6:00,27.41,40560,7.61,81.4,5.57,6.6,3.1
735,5598,16/11/2013 7:30,27.37,42900,7.78,84.3,5.72,6.6,3.1
738,5601,16/11/2013 9:00,27.46,47140,7.86,90,6,10.4,3.9
741,5604,16/11/2013 10:30,27.64,49540,7.81,92,6.05,9.1,3.1
744,5607,16/11/2013 12:00,28.27,47760,7.87,98.4,6.45,5.5,3.6
747,5610,16/11/2013 13:30,28.67,46370,7.86,102.4,6.71,5.2,3.4
750,5613,16/11/2013 15:00,28.89,44530,7.85,103.8,6.83,4.8,3.3
753,5616,16/11/2013 16:30,28.93,42920,7.84,104.8,6.93,5.7,3.4
756,5619,16/11/2013 18:00,28.6,42140,7.8,102,6.81,6.4,4
759,5622,16/11/2013 19:30,28.49,43100,7.82,99.4,6.61,5,4.4
762,5625,16/11/2013 21:00,28.32,46270,7.87,99.4,6.56,7.3,3.9
765,5628,16/11/2013 22:30,28.26,47900,7.81,98.9,6.49,7.5,3.5
768,5631,17/11/2013 0:00,28,46190,7.85,95.5,6.33,3.8,2.7
771,5634,17/11/2013 1:30,27.96,44910,7.83,91.8,6.12,4,3
774,5637,17/11/2013 3:00,27.85,43090,7.79,87.4,5.88,4.2,3.3
777,5640,17/11/2013 4:30,27.67,41880,7.77,84.4,5.72,4.2,3.6
780,5643,17/11/2013 6:00,27.56,40970,7.73,82.9,5.65,4.5,3.1
783,5646,17/11/2013 7:30,27.65,41700,7.74,84.7,5.75,3.9,3.5
786,5649,17/11/2013 9:00,27.73,45980,7.85,90.1,6,8.8,3.3
789,5652,17/11/2013 10:30,27.86,49510,7.9,93.1,6.11,10.2,2.9
792,5655,17/11/2013 12:00,28.3,48820,7.88,96.1,6.27,5.1,3
795,5658,17/11/2013 13:30,28.65,47460,7.88,98.7,6.44,5,2.6
798,5661,17/11/2013 15:00,28.57,45780,7.87,99.5,6.55,4.7,3.9
801,5664,17/11/2013 16:30,28.41,44170,7.84,97.1,6.45,4.2,3.3
804,5667,17/11/2013 18:00,28.23,42640,7.81,94.3,6.31,4.4,3.5
807,5670,17/11/2013 19:30,28.1,42070,7.68,84,5.65,4.6,4.5
810,5673,17/11/2013 21:00,27.75,43650,7.82,90.8,6.1,5.3,3.4
813,5676,17/11/2013 22:30,27.6,46290,7.85,91.7,6.12,6,3.6
816,5679,18/11/2013 0:00,27.39,45020,7.84,89.7,6.04,3.6,2.5
819,5682,18/11/2013 1:30,27.34,43590,7.81,86.2,5.84,4,2.4
822,5685,18/11/2013 3:00,27.19,42200,7.77,82.4,5.63,3.9,3.2
825,5688,18/11/2013 4:30,26.97,40770,7.74,80,5.51,4.1,4.4
828,5691,18/11/2013 6:00,26.79,40130,7.71,78.7,5.46,4.6,3.4
831,5694,18/11/2013 7:30,26.68,39820,7.61,77.7,5.4,4.3,3.7
834,5697,18/11/2013 9:00,26.74,43310,7.8,82.8,5.67,7.5,2.7
837,5700,18/11/2013 10:30,27.01,48130,7.87,87.1,5.82,12.5,3.8
840,5703,18/11/2013 12:00,27.07,49460,7.82,88.1,5.85,6.8,4.2
843,5706,18/11/2013 13:30,27.59,47230,7.88,93.3,6.2,5.1,2.7
846,5709,18/11/2013 15:00,27.85,46000,7.88,97,6.45,5.1,3.3
849,5712,18/11/2013 16:30,28.2,44040,7.87,101.1,6.74,4.7,4.7
852,5715,18/11/2013 18:00,28.02,42560,7.85,101.3,6.81,5.1,5
855,5718,18/11/2013 19:30,27.7,41610,7.83,97.4,6.61,5.5,4.5
858,5721,18/11/2013 21:00,27.54,42100,7.81,95.2,6.46,4.1,4.2
861,5724,18/11/2013 22:30,27.26,45240,7.86,91.7,6.17,6.7,3.7
864,5727,19/11/2013 0:00,27.19,46170,7.79,91.3,6.13,4.7,3.2
867,5730,19/11/2013 1:30,27.07,43920,7.84,87.7,5.96,4.4,3.6
870,5733,19/11/2013 3:00,27.08,43060,7.81,85.9,5.85,4.4,3.7
873,5736,19/11/2013 4:30,26.83,41340,7.78,82.6,5.69,4.8,4.8
876,5739,19/11/2013 6:00,26.61,40380,7.77,81.5,5.66,5.2,4.3
879,5742,19/11/2013 7:30,26.7,39770,7.72,80.4,5.59,6.3,4.7
882,5745,19/11/2013 9:00,27.09,41790,7.81,86.6,5.93,7.4,3.8
885,5748,19/11/2013 10:30,27.35,46040,7.88,91.9,6.16,10.8,4
888,5751,19/11/2013 12:00,27.56,49190,7.92,95.7,6.32,8.6,3.6
891,5754,19/11/2013 13:30,28.03,48100,7.92,100,6.57,4.9,2.7
894,5757,19/11/2013 15:00,28.38,46420,7.9,102.3,6.73,5.3,3.3
897,5760,19/11/2013 16:30,28.82,44560,7.9,106,6.98,4.6,3.5
900,5763,19/11/2013 18:00,28.74,43060,7.9,106.4,7.05,5.7,4.5
903,5766,19/11/2013 19:30,28.48,41840,7.89,103.3,6.91,5.6,4.7
906,5769,19/11/2013 21:00,28.22,41560,7.78,93.3,6.28,5.6,4.3
909,5772,19/11/2013 22:30,28.12,43550,7.86,95.4,6.38,6.4,3.7
912,5775,20/11/2013 0:00,27.9,45660,7.85,93.9,6.25,6,4.2
915,5778,20/11/2013 1:30,27.77,43950,7.86,91.3,6.13,4.1,3.7
918,5781,20/11/2013 3:00,27.83,42670,7.84,89.1,6,5.2,4
921,5784,20/11/2013 4:30,27.68,41230,7.8,85.2,5.79,5.6,4.3
924,5787,20/11/2013 6:00,27.53,40140,7.79,84.2,5.76,5.5,5.2
927,5790,20/11/2013 7:30,27.43,39480,7.77,85.6,5.88,6.8,5.3
930,5793,20/11/2013 9:00,27.74,40100,7.79,85.9,5.86,5.2,4.2
933,5796,20/11/2013 10:30,28.23,43860,7.87,94.5,6.3,10,4
936,5799,20/11/2013 12:00,28.49,47930,7.92,98.1,6.4,11.3,3.9
939,5802,20/11/2013 13:30,28.76,49400,7.93,102.6,6.63,6.5,4.2
942,5805,20/11/2013 15:00,29.1,47200,7.94,104.7,6.79,5.4,3.5
945,5808,20/11/2013 16:30,29.18,45770,7.92,104.7,6.82,5.6,4.6
948,5811,20/11/2013 18:00,29.13,43880,7.91,103.9,6.83,5.6,3.9
951,5814,20/11/2013 19:30,28.99,42380,7.9,101.9,6.75,6.2,4.7
954,5817,20/11/2013 21:00,28.79,41660,7.81,95.1,6.34,7.6,5.4
957,5820,20/11/2013 22:30,28.63,42840,7.88,96.7,6.43,4.6,3.4
960,5823,21/11/2013 0:00,28.17,45560,7.89,93.2,6.17,6,3
963,5826,21/11/2013 1:30,28.19,44750,7.86,91.6,6.09,5.2,3.1
966,5829,21/11/2013 3:00,28.15,43240,7.85,89,5.96,5.3,4
969,5832,21/11/2013 4:30,28.12,42310,7.82,85.5,5.74,5.6,4.1
972,5835,21/11/2013 6:00,27.9,40930,7.8,82.5,5.59,6.9,4.5
975,5838,21/11/2013 7:30,27.9,40200,7.78,83,5.64,7.5,5.1
978,5841,21/11/2013 9:00,28.23,40200,7.81,88.3,5.97,6.7,4.2
981,5844,21/11/2013 10:30,28.69,42990,7.89,98.3,6.52,9.7,3.6
984,5847,21/11/2013 12:00,28.48,46810,7.93,97.7,6.41,11.8,4.7
